timestamp,strike,type,price,strategy_id,status,mode2025-07-22T12:22:09.929913,SENSEX_CALL_17000,BUY,101.0,DummySENSEXStrategy,PAPER_PLACED,paper
2025-07-22T12:22:39.936697,SENSEX_CALL_17000,BUY,101.0,DummySENSEXStrategy,PAPER_PLACED,paper
2025-07-22T12:23:09.939386,SENSEX_CALL_17000,BUY,101.0,DummySENSEXStrategy,PAPER_PLACED,paper
2025-07-31T13:33:20.965943,SENSEX_80700_PE,BUY_PUT,80876.16,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:33:26.265832,SENSEX_81300_CE,BUY_CALL,81055.5,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:33:47.245331,SENSEX_80700_PE,BUY_PUT,80888.32,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:33:52.466594,SENSEX_81400_CE,BUY_CALL,81154.81,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:33:57.677500,SENSEX_80700_PE,BUY_PUT,80897.04,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:34:02.931428,SENSEX_81200_CE,BUY_CALL,81049.79,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:34:08.036056,SENSEX_81400_CE,BUY_CALL,81172.39,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:34:13.208702,SENSEX_80800_PE,BUY_PUT,81031.92,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:34:18.375451,SENSEX_80700_PE,BUY_PUT,80903.79,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:34:33.864185,SENSEX_81300_CE,BUY_CALL,81125.64,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:34:49.398698,SENSEX_80700_PE,BUY_PUT,80895.23,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:34:54.600775,SENSEX_81300_CE,BUY_CALL,81146.57,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:35:04.873056,SENSEX_80900_PE,BUY_PUT,81094.5,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:35:09.988426,SENSEX_80700_PE,BUY_PUT,80874.4,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:35:15.183643,SENSEX_81200_CE,BUY_CALL,81017.77,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:35:20.469143,SENSEX_80600_PE,BUY_PUT,80820.03,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:35:25.704278,SENSEX_81400_CE,BUY_CALL,81181.82,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:35:30.932522,SENSEX_80600_PE,BUY_PUT,80849.65,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:35:36.058468,SENSEX_81200_CE,BUY_CALL,80980.01,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:35:51.590257,SENSEX_81400_CE,BUY_CALL,81169.77,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:36:01.807557,SENSEX_80800_PE,BUY_PUT,81036.73,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:36:12.029200,SENSEX_81300_CE,BUY_CALL,81063.64,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:36:17.130400,SENSEX_80600_PE,BUY_PUT,80841.88,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:36:22.435699,SENSEX_81300_CE,BUY_CALL,81083.21,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:36:27.712259,SENSEX_81400_CE,BUY_CALL,81187.86,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:36:32.972156,SENSEX_80700_PE,BUY_PUT,80883.18,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:36:38.144634,SENSEX_81400_CE,BUY_CALL,81171.36,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:36:43.321823,SENSEX_80800_PE,BUY_PUT,80998.62,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:36:48.512096,SENSEX_81400_CE,BUY_CALL,81153.03,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:36:53.670629,SENSEX_80700_PE,BUY_PUT,80875.55,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:37:03.927948,SENSEX_81400_CE,BUY_CALL,81198.73,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:37:09.071696,SENSEX_80900_PE,BUY_PUT,81089.2,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:37:14.166766,SENSEX_80600_PE,BUY_PUT,80826.51,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:37:19.291365,SENSEX_81300_CE,BUY_CALL,81098.05,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:37:24.586268,SENSEX_80600_PE,BUY_PUT,80808.79,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:37:29.848158,SENSEX_81200_CE,BUY_CALL,80968.98,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:37:35.086121,SENSEX_81300_CE,BUY_CALL,81077.96,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:37:40.622269,SENSEX_81400_CE,BUY_CALL,81170.32,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:37:56.079595,SENSEX_80700_PE,BUY_PUT,80941.41,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:38:01.279087,SENSEX_81300_CE,BUY_CALL,81054.38,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:38:11.750973,SENSEX_80600_PE,BUY_PUT,80813.08,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:38:27.465556,SENSEX_81300_CE,BUY_CALL,81146.79,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:38:32.699501,SENSEX_80600_PE,BUY_PUT,80803.82,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:38:37.897956,SENSEX_81100_CE,BUY_CALL,80905.05,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:38:43.118745,SENSEX_81300_CE,BUY_CALL,81145.15,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:38:48.395443,SENSEX_80600_PE,BUY_PUT,80845.67,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:38:53.629458,SENSEX_81200_CE,BUY_CALL,81035.89,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:38:58.840512,SENSEX_80700_PE,BUY_PUT,80879.03,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:39:04.084021,SENSEX_81200_CE,BUY_CALL,80962.52,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:39:14.573405,SENSEX_80600_PE,BUY_PUT,80808.85,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:39:25.019041,SENSEX_81300_CE,BUY_CALL,81093.64,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:39:30.387784,SENSEX_80600_PE,BUY_PUT,80833.66,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:39:35.618392,SENSEX_81300_CE,BUY_CALL,81103.61,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:39:40.842664,SENSEX_81400_CE,BUY_CALL,81185.74,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:39:51.372516,SENSEX_80700_PE,BUY_PUT,80874.7,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:39:56.642174,SENSEX_81300_CE,BUY_CALL,81068.79,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:40:07.077368,SENSEX_80700_PE,BUY_PUT,80897.95,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:40:12.395738,SENSEX_81300_CE,BUY_CALL,81142.39,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:40:17.598550,SENSEX_80600_PE,BUY_PUT,80829.59,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:40:22.806681,SENSEX_81400_CE,BUY_CALL,81155.61,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:40:28.001774,SENSEX_80700_PE,BUY_PUT,80946.74,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:40:54.383630,SENSEX_81300_CE,BUY_CALL,81093.26,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:40:59.581705,SENSEX_80800_PE,BUY_PUT,80973.92,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:41:04.795886,SENSEX_80700_PE,BUY_PUT,80863.48,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:41:10.023499,SENSEX_81200_CE,BUY_CALL,81033.02,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:41:30.899980,SENSEX_80600_PE,BUY_PUT,80823.08,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:41:36.181888,SENSEX_81300_CE,BUY_CALL,81147.79,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:41:41.422410,SENSEX_80600_PE,BUY_PUT,80824.01,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:42:02.102678,SENSEX_81300_CE,BUY_CALL,81088.18,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:42:07.399714,SENSEX_80600_PE,BUY_PUT,80846.51,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:42:17.820109,SENSEX_81300_CE,BUY_CALL,81051.1,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:42:28.224983,SENSEX_81400_CE,BUY_CALL,81158.77,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:42:33.437680,SENSEX_80700_PE,BUY_PUT,80853.25,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:42:38.576646,SENSEX_81300_CE,BUY_CALL,81144.07,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:42:43.692955,SENSEX_80700_PE,BUY_PUT,80901.43,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:42:48.805046,SENSEX_81300_CE,BUY_CALL,81111.04,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:42:59.017523,SENSEX_81400_CE,BUY_CALL,81165.99,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:43:04.101586,SENSEX_80800_PE,BUY_PUT,80981.64,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:43:09.218231,SENSEX_81400_CE,BUY_CALL,81163.44,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:43:14.633798,SENSEX_80800_PE,BUY_PUT,81040.32,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:43:25.109715,SENSEX_81300_CE,BUY_CALL,81118.94,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:43:40.755205,SENSEX_80600_PE,BUY_PUT,80831.63,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:43:45.916680,SENSEX_81200_CE,BUY_CALL,81040.28,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:43:51.093619,SENSEX_81400_CE,BUY_CALL,81163.53,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:43:56.409025,SENSEX_80800_PE,BUY_PUT,81017.61,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:44:01.661012,SENSEX_81300_CE,BUY_CALL,81112.72,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:44:06.782477,SENSEX_80600_PE,BUY_PUT,80830.17,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:44:11.868387,SENSEX_81200_CE,BUY_CALL,81020.5,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:44:27.157130,SENSEX_80700_PE,BUY_PUT,80892.89,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:44:32.280432,SENSEX_81300_CE,BUY_CALL,81052.99,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:45:03.593788,SENSEX_80700_PE,BUY_PUT,80907.09,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:45:13.906739,SENSEX_81300_CE,BUY_CALL,81131.22,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:45:29.659109,SENSEX_80800_PE,BUY_PUT,81004.09,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:45:45.025446,SENSEX_80800_PE,BUY_PUT,80963.61,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:45:50.101832,SENSEX_81400_CE,BUY_CALL,81161.79,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:45:55.181685,SENSEX_80800_PE,BUY_PUT,81018.58,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:46:12.038951,SENSEX_80700_PE,BUY_PUT,80895.39,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:46:17.270748,SENSEX_81400_CE,BUY_CALL,81161.5,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:46:27.761993,SENSEX_80600_PE,BUY_PUT,80832.15,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:46:32.990062,SENSEX_81400_CE,BUY_CALL,81184.72,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:46:38.262233,SENSEX_80600_PE,BUY_PUT,80820.92,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:46:43.361227,SENSEX_81200_CE,BUY_CALL,80963.29,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:46:53.749058,SENSEX_80600_PE,BUY_PUT,80826.53,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:46:58.934663,SENSEX_81400_CE,BUY_CALL,81180.35,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:47:04.156437,SENSEX_80700_PE,BUY_PUT,80852.58,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:47:15.801258,SENSEX_81300_CE,BUY_CALL,81108.9,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:47:21.046235,SENSEX_80800_PE,BUY_PUT,80962.21,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:47:31.573230,SENSEX_81300_CE,BUY_CALL,81143.89,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:47:47.126873,SENSEX_80800_PE,BUY_PUT,81043.86,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:47:52.399357,SENSEX_80600_PE,BUY_PUT,80800.33,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:47:57.617573,SENSEX_81300_CE,BUY_CALL,81082.39,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:48:07.963049,SENSEX_80900_PE,BUY_PUT,81054.2,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:48:18.432048,SENSEX_80700_PE,BUY_PUT,80897.47,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:48:23.639600,SENSEX_81200_CE,BUY_CALL,80991.08,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:48:39.188572,SENSEX_80700_PE,BUY_PUT,80883.14,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:48:49.652302,SENSEX_81300_CE,BUY_CALL,81146.01,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:48:54.893417,SENSEX_80700_PE,BUY_PUT,80905.4,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:49:05.391886,SENSEX_81300_CE,BUY_CALL,81095.99,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:49:10.604711,SENSEX_80800_PE,BUY_PUT,80956.3,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:49:15.823548,SENSEX_81300_CE,BUY_CALL,81072.66,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:49:20.991946,SENSEX_80800_PE,BUY_PUT,80955.37,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:49:26.130289,SENSEX_81300_CE,BUY_CALL,81133.84,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:49:31.313769,SENSEX_80800_PE,BUY_PUT,81043.55,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:49:36.476311,SENSEX_81400_CE,BUY_CALL,81178.91,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:49:41.647178,SENSEX_80800_PE,BUY_PUT,80973.28,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:49:51.875711,SENSEX_81300_CE,BUY_CALL,81142.92,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:49:56.967743,SENSEX_80700_PE,BUY_PUT,80907.53,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:50:02.103067,SENSEX_81300_CE,BUY_CALL,81067.24,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:50:12.620555,SENSEX_80800_PE,BUY_PUT,81038.51,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:50:17.708567,SENSEX_81300_CE,BUY_CALL,81126.58,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:50:33.057652,SENSEX_80700_PE,BUY_PUT,80874.35,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:50:43.227293,SENSEX_81300_CE,BUY_CALL,81143.3,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:50:48.485206,SENSEX_80700_PE,BUY_PUT,80866.97,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:50:53.773236,SENSEX_81100_CE,BUY_CALL,80949.96,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:51:09.302674,SENSEX_81300_CE,BUY_CALL,81135.25,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:51:19.763618,SENSEX_80700_PE,BUY_PUT,80878.12,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:51:46.580982,SENSEX_81300_CE,BUY_CALL,81075.61,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:51:51.687565,SENSEX_80700_PE,BUY_PUT,80931.14,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:52:07.013607,SENSEX_81200_CE,BUY_CALL,81023.58,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:52:12.108328,SENSEX_81400_CE,BUY_CALL,81162.86,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:52:17.448037,SENSEX_80700_PE,BUY_PUT,80897.61,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:52:22.550266,SENSEX_81300_CE,BUY_CALL,81089.09,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:52:37.907219,SENSEX_80800_PE,BUY_PUT,80966.59,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:52:43.013074,SENSEX_81400_CE,BUY_CALL,81168.92,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:52:48.078819,SENSEX_80800_PE,BUY_PUT,81002.77,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:52:58.296061,SENSEX_81300_CE,BUY_CALL,81072.96,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:53:18.818947,SENSEX_81400_CE,BUY_CALL,81152.64,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:53:24.171965,SENSEX_80600_PE,BUY_PUT,80845.41,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:53:29.443361,SENSEX_81400_CE,BUY_CALL,81161.91,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:53:39.988548,SENSEX_80800_PE,BUY_PUT,81047.78,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T13:53:45.080820,SENSEX_81400_CE,BUY_CALL,81161.86,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
